id,handle,sku,composite_handle,composite_sku,composite_quantity,name,description,type,variant_option_one_name,variant_option_one_value,variant_option_two_name,variant_option_two_value,variant_option_three_name,variant_option_three_value,tags,supply_price,retail_price,tax_name,tax_value,account_code,account_code_purchase,brand_name,supplier_name,supplier_code,active,track_inventory,inventory_Main_Outlet,reorder_point_Main_Outlet,restock_level_Main_Outlet,inventory_Tasmania_Outlet,reorder_point_Tasmania_Outlet,restock_level_Tasmania_Outlet
02dcd191-aed9-11e7-edd8-2bdcabaab8ee,YALMEN126,75425,,,,"Yalumba The Menzies 20126x750ml","Yalumba The Menzies 20126x750ml",Wine,,,,,,,,0,44.75,GST,4.06818,,,"Yalumba Rare & Fine",,,1,0,0.00,0,0,0.00,0,0
02dcd191-aed9-11e7-edd8-2bdcabbf4def,YALTGR116,76372,,,,"Yalumba Tri-Centenary Grenache2011 6x750ml","Yalumba Tri-Centenary Grenache2011 6x750ml",Wine,,,,,,,,0,45.2,GST,4.10909,,,"Yalumba Rare & Fine",,,1,0,0.00,0,0,0.00,0,0
02dcd191-aed9-11e7-edd8-2bdcac4818e2,YALMEN1330,81282,,,,"Yalumba The Menzies 20131x3000ml","Yalumba The Menzies 20131x3000ml",Wine,,,,,,,,0,302.29,GST,27.48091,,,"Yalumba Rare & Fine",,,1,0,0.00,0,0,0.00,0,0
02dcd191-aed9-11e7-edd8-2bdcac5dd42a,YALMEN1360,81302,,,,"Yalumba The Menzies 20131x6000ml","Yalumba The Menzies 20131x6000ml",Wine,,,,,,,,0,550,GST,50,,,"Yalumba Rare & Fine",,,1,0,0.00,0,0,0.00,0,0
02dcd191-aed9-11e7-edd8-2bdcad28c4bb,YALMEN136,81261,,,,"Yalumba The Menzies 20136x750ml","Yalumba The Menzies 20136x750ml",Wine,,,,,,,,0,60.01,GST,5.45546,,,"Yalumba Rare & Fine",,,1,0,0.00,0,0,0.00,0,0
02dcd191-aed9-11e7-edd8-2bdcad332b44,YALSIG136,82619,,,,"Yalumba The Signature 20136x750ml","Yalumba The Signature 20136x750ml",Wine,,,,,,,,0,66.18,GST,6.01636,,,"Yalumba Rare & Fine",,,1,0,0.00,0,0,0.00,0,0
02dcd191-aed9-11e7-edd8-2bdcad504350,YALOCT1315,87943,,,,"Yalumba The Octavius Shiraz2013 6x1500ml","Yalumba The Octavius Shiraz2013 6x1500ml",Wine,,,,,,,,0,317.64,GST,28.87636,,,"Yalumba Rare & Fine",,,1,0,0.00,0,0,0.00,0,0
02dcd191-aed9-11e7-edd8-2bdcdcfbcf13,YALSIG1315,82638,,,,"Yalumba The Signature 20136x1500ml","Yalumba The Signature 20136x1500ml",Wine,,,,,,,,0,152.7,GST,13.88182,,,"Yalumba Rare & Fine",,,1,0,0.00,0,0,0.00,0,0
02dcd191-aed9-11e7-edd8-2bdcdd0a4ae1,YALSIG1330,82639,,,,"Yalumba The Signature 20131x3000ml","Yalumba The Signature 20131x3000ml",Wine,,,,,,,,0,350,GST,31.81818,,,"Yalumba Rare & Fine",,,1,0,0.00,0,0,0.00,0,0
02dcd191-aed9-11e7-edd8-2bdcdd2a1bbc,YALOCT1330,87944,,,,"Yalumba The Octavius Shiraz2013 1x3000ml","Yalumba The Octavius Shiraz2013 1x3000ml",Wine,,,,,,,,0,550,GST,50,,,"Yalumba Rare & Fine",,,1,0,0.00,0,0,0.00,0,0
02dcd191-aed9-11e7-edd8-2bdcdd54d9c4,YALMEN106,70497,,,,"Yalumba The Menzies 20106x750ml","Yalumba The Menzies 20106x750ml",Wine,,,,,,,,0,60,GST,5.45455,,,"Yalumba Rare & Fine",,,1,0,0.00,0,0,0.00,0,0
02dcd191-aed9-11e7-edd8-2bdcdd7441a9,YALSIG066MUS,72173,,,,"Yalumba The Signature 2006 Museum Release 6x750ml","Yalumba The Signature 2006 Museum Release 6x750ml",Wine,,,,,,,,0,79,GST,7.18182,,,"Yalumba Rare & Fine",,,1,0,0.00,0,0,0.00,0,0
02dcd191-aed9-11e7-edd8-2bdcddb443cb,YALSIG1360,82640,,,,"Yalumba The Signature 20131x6000ml","Yalumba The Signature 20131x6000ml",Wine,,,,,,,,0,670,GST,60.90909,,,"Yalumba Rare & Fine",,,1,0,0.00,0,0,0.00,0,0
02dcd191-aed9-11e7-edd8-2bdcddca4ca6,YALVIR166,87803,,,,"Yalumba The Virgilius Viognier2016 6x750ml","Yalumba The Virgilius Viognier2016 6x750ml",Wine,,,,,,,,0,36.05,GST,3.27727,,,"Yalumba Rare & Fine",,,1,0,0.00,0,0,0.00,0,0
02dcd191-aed9-11e7-edd8-2bdcde0382bc,YALCAL123,88265,,,,"Yalumba The Caley Cabernet &Shiraz 2012 3x750ml","Yalumba The Caley Cabernet &Shiraz 2012 3x750ml",Wine,,,,,,,,0,365,GST,33.18182,,,"Yalumba Rare & Fine",,,1,0,0.00,0,0,0.00,0,0
02dcd191-aed9-11e7-edd8-2ed2e06b47bf,HILACH166,88290,,,,"Hill-Smith Estate Adelaide Hills Chardonnay 2016 6x750ml","Hill-Smith Estate Adelaide Hills Chardonnay 2016 6x750ml",Wine,,,,,,,,0,30,GST,2.72727,,,"Hill-Smith Estate",,,1,0,0.00,0,0,0.00,0,0
02dcd191-aed9-11e7-edd8-2ed2e0ab286b,HILCHA16,88632,,,,"Hill-Smith Estate Eden ValleyChardonnay 2016 12x750ml","Hill-Smith Estate Eden ValleyChardonnay 2016 12x750ml",Wine,,,,,,,,0,16.79,GST,1.52636,,,"Hill-Smith Estate",,,1,0,0.00,0,0,0.00,0,0
02dcd191-aed9-11e7-edd8-2eead87dee3e,WOOBOX15,8181,,,,"Wooden Box1x1000ml","Wooden Box1x1000ml",Wine,,,,,,,,0,20,GST,1.81818,,,Souvenir,,,1,0,0.00,0,0,0.00,0,0
02dcd191-aed9-11e7-edd8-2eead8f2d04d,WOOBOX60,8183,,,,"Wooden Box6 Litre","Wooden Box6 Litre",Wine,,,,,,,,0,30,GST,2.72727,,,Souvenir,,,1,0,0.00,0,0,0.00,0,0
02dcd191-aed9-11e7-edd8-2eeada5a50c4,YALCAP,30437,,,,"Yalumba Cap","Yalumba Cap",Wine,,,,,,,,0,14.99,GST,1.36273,,,"Yalumba Barossa",,,1,0,0.00,0,0,0.00,0,0
02dcd191-aed9-11e7-edd8-2eeadad2c10f,JANAPRON,31263,,,,"Jansz Short Waist Apron","Jansz Short Waist Apron",Wine,,,,,,,,0,29.95,GST,2.72273,,,"Jansz Tasmania (Don't Use)",,,1,0,0.00,0,0,0.00,0,0
02dcd191-aed9-11e7-edd8-2eeadd7a11b0,JANFLE,33922,,,,"Jansz Fleece","Jansz Fleece",Wine,,,,,,,,0,40,GST,3.63636,,,"Jansz Tasmania (Don't Use)",,,1,0,0.00,0,0,0.00,0,0
02dcd191-aed9-11e7-edd8-2efeb43838c1,HISBOOK,64479,,,,"The History of Australian Wine","The History of Australian Wine",Wine,,,,,,,,0,39.99,GST,3.63546,,,Souvenir,,,1,0,0.00,0,0,0.00,0,0
02dcd191-aed9-11e7-edd8-2efebe93ef9c,YALSHV126,73569,,,,"Yalumba HP Shiraz Viognier2012 6x750ml","Yalumba HP Shiraz Viognier2012 6x750ml",Wine,,,,,,,,0,75.81,GST,6.89182,,,"Yalumba Distinguished Sites",,,1,0,0.00,0,0,0.00,0,0
02dcd191-aed9-11e7-edd8-2efec5105ce7,DALCBC136,75459,,,,"Dalrymple Cave Block Chardonnay 2013 6x750ml","Dalrymple Cave Block Chardonnay 2013 6x750ml",Wine,,,,,,,,0,26.87,GST,2.44273,,,Dalrymple,,,1,0,0.00,0,0,0.00,0,0
02dcd191-aed9-11e7-edd8-2efecab3106d,YALFSW1537,78215,,,,"Yalumba FSW8B Botrytis Viognier 2015 12x375ml","Yalumba FSW8B Botrytis Viognier 2015 12x375ml",Wine,,,,,,,,0,20.46,GST,1.86,,,"Yalumba Distinguished Sites",,,1,0,0.00,0,0,0.00,0,0
02dcd191-aed9-11e7-edd8-2efed3256283,PEWPRI166,83294,,,,"Pewsey Vale Vineyard PrimaRiesling 2016 6x750ml","Pewsey Vale Vineyard PrimaRiesling 2016 6x750ml",Wine,,,,,,,,0,19.87,GST,1.80636,,,"Pewsey Vale Vineyard",,,1,0,0.00,0,0,0.00,0,0
02dcd191-aed9-11e7-edd8-2efed7a1a227,YALVVG156,85802,,,,"Yalumba Vine Vale Grenache2015 6x750ml","Yalumba Vine Vale Grenache2015 6x750ml",Wine,,,,,,,,0,24.5,GST,2.22727,,,"Yalumba Distinguished Sites",,,1,0,0.00,0,0,0.00,0,0
